canonical_concept,header_variant,target_field,variant_type,confidence_hint,source,active,notes
group_practice_location_state,State(s),groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State(s) to Credential,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State(s) to Monitor,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State/LOB Specific Comments,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,StateLicenseIssuingState(State Abbreviated Code),groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,State_Code,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,Tenant + State(s) to Credential,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,Work State,groupPracticeLocationState,title_case,0.8,phase2_file_scan,true,
group_practice_location_state,atp_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,dpa_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,edu_facility_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,fellowship_facility_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,hospital_facility_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,insurance_facility_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,internship_or_residency_facility_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,np_furnisher_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,original_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,pa_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,peer_reference_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,service_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,service_state_Vendor_Action,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,service_state_Vendor_Value,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_\1ractice_\1ocation_\1tate,st,groupPracticeLocationState,exact,0.93,phase2_v3_scan,true,
group_practice_location_state,state_Vendor_Action,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_Vendor_Value,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_expiration_date,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_expiration_date2,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_expiration_date3,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_facility,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_facility2,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_facility3,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_issue_date,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_issue_date2,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_issue_date3,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_number,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_number2,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_number3,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_state2,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_state3,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_status,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_status2,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_drug_status3,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,state_of_incorporation,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,tpa_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_state,work_history_facility_state,groupPracticeLocationState,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,*ZIP Code,groupPracticeLocationZip,exact,0.8,phase2_file_scan,true,
group_practice_location_zip,ADDRESS ZIP,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,Address (Zip),groupPracticeLocationZip,title_case,0.93,phase2_file_scan,true,
group_practice_location_zip,AddressesDMPNAdditional-1-Zip_1,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,AddressesDMPNAdditional-2-Zip_1,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,AddressesDMPNAdditional-3-Zip_1,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,AddressesDMPNAdditional-4-Zip_1,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,AddressesDMPNAdditional-5-Zip_1,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,AddressesDMPNPrimary-1-Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,AddressesDMPNPrimary-2-Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Alt Zip Code 1,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Alt Zip Code 2,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Alt Zip Code 3,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Alt Zip Code 4,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Billing Zipcode w/Extension,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,"Companion Provider Legal Entity Remit/PayTo Zip
REQUIRED",groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Contracting_Zip,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,Correspondence Zip Code,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Credentialing Zip Code,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Facility Zip Code,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Home Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Home Zip 4,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,"Legal Entity Remit/PayTo Zip
REQUIRED",groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,"Location Zip
REQUIRED",groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,MPAC_MAIL_ZIP_C,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,MPAC_MAIL_ZIP_RTE_C,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,MPAC_PRCT_ZIP_C,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,MPAC_PRCT_ZIP_RTE_C,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,Member Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 1 Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 10 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 11 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 12 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 13 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 14 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 15 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 16 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 17 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 18 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 19 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 2 Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 20 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 21 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 3 ZIP,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 4 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 5 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 6 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 7 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 8 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Location 9 Zipcode,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Office Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Outreach Zip Code,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,PAYL_ZIP_CD,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,PP_ZIP,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,PRACTICE_ZIP,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,PRACTICE_ZIP_PLUS_4,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,PRIMARY PRACTICE LOCATION ZIP / ZIP + 4,groupPracticeLocationZip,upper_exact,0.8,phase2_file_scan,true,
group_practice_location_zip,Practice Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Practice Zip Code,groupPracticeLocationZip,title_case,0.95,learning_kb_correction,true,
group_practice_location_zip,Prov. Zip,groupPracticeLocationZip,dotted_duplicate,0.8,phase2_file_scan,true,
group_practice_location_zip,SERV_ZIP_CD,groupPracticeLocationZip,underscore,0.8,phase2_file_scan,true,
group_practice_location_zip,Secondary Billing Zipcode w/Extension,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Service Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Service Zip Code,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Site Zip Code,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Tertiary Billing Zipcode w/Extension,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Work Zip,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,Work Zip 4,groupPracticeLocationZip,title_case,0.8,phase2_file_scan,true,
group_practice_location_zip,ZIP CODE,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.1,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.10,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.11,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.12,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.13,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.14,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.15,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.16,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
group_practice_location_zip,ZIP CODE.17,groupPracticeLocationZip,upper_exact,0.95,learning_kb_correction,true,
